dsample,RMSE_surf,R2_surf,MAE_surf,RMSE_kndm,R2_kndm,MAE_kndm,WS
sregular,0.09256100484479311,0.8867857693204517,0.07171761755158108,0.09995996973560516,0.8178680949974303,0.07502040866639464,17719.904038065528
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.1347495952563751,0.5377195647542029,0.10116188852670957,80267.89081629195
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.1332905493924531,0.5359162722994003,0.1039176526035093,74029.5272210614
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.11954685311793664,0.6492061441784132,0.09383628058842947,74285.90158800513
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.12004929317775165,0.6498382185261843,0.09544584016815419,69737.01502849875
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.11391501549344665,0.6840235746048825,0.08895061022720664,66655.45000732208
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.12431969531433514,0.610099429596668,0.09503633667449328,64081.610295808416
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.12943134693644423,0.5788546020039563,0.10233829112371844,60565.72154543456
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.12574793470297868,0.6075768167966062,0.09905733485980323,62932.601693608536
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.11778039357660884,0.6489199559324513,0.08999130975260483,56374.394488606915
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.12803523376212178,0.5938438758542445,0.10052762262762306,59061.86797376723
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.11840154169512661,0.6526376735716594,0.09284089249934961,55617.258971845644
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.11804856199473734,0.6409636569346717,0.08998802987985598,53372.72473397406
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.12753734700147054,0.5790801239146462,0.09820854878647825,58214.12348772478
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.11771047337399741,0.6503026969068337,0.09076262236667165,53982.41340722984
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.11388929243496262,0.6744756238602094,0.08685484421480963,53275.54136415784
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.12145367673133296,0.6233353020387469,0.0926812844512056,56568.021516870824
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.11555135211475058,0.6551293631550443,0.08724874274851295,48603.14222775636
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.11696283839256003,0.6493757257983155,0.08825893627746773,55777.38474349683
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.1168815905819589,0.6609980755543309,0.08855086496621124,46577.14430466531
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.1145353251638278,0.6735914294644488,0.08779046210209861,49283.22161330777
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.11543309808693632,0.6578393965205177,0.08611922468383039,46775.2245571671
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.11582071269869007,0.6536586001497241,0.08725129541349921,45969.17574987531
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.11761441614020166,0.6519011267709871,0.08594250024625226,44221.53711240797
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.11493939931833659,0.671765378532757,0.09075418067248325,43679.3038150231
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.11087320910694322,0.6947038030065124,0.08403594985028895,42862.02557630171
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.1084962344209325,0.7137881469645888,0.0849289885163584,40308.409514838655
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.10403720938802107,0.7477656767022238,0.0797324395910975,42213.701592262594
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.10570557942456982,0.7263266765260072,0.08351236236548792,43574.88295492275
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.12111258733887129,0.6384850623869361,0.09245538006768418,37328.4660510229
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.10791947388625717,0.7124908627871485,0.08297920300920338,37209.70960312476
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.11414155505981884,0.6764983504118058,0.0864298930238047,36948.92346945407
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.11028243983549983,0.7040612800754082,0.08479826425928806,36431.72326098943
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.11326589406894297,0.6891431081653059,0.08560105182361102,36467.97617915295
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.11056905858173376,0.6989665727497281,0.08261137814551173,40683.08817407903
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.11019785525650556,0.7038066801781689,0.08523635274124189,33648.526093979446
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.10773228592051887,0.7181590702703858,0.08241671845608271,34803.31170229853
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.10960240236919325,0.7019295425292391,0.08162124186354648,36114.297915240495
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.10064090226789507,0.7615950937944785,0.07768737113523441,29617.811335564435
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.09946829419064641,0.7773508199377368,0.07672255823156633,31222.933149177876
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.10148529461182655,0.7600918292221978,0.07759850599586031,30501.423931191748
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.10941039521192365,0.7056833755836212,0.085518216054404,28285.198881297743
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.09676552080868868,0.7892971133666393,0.07095033902873472,29453.73062813594
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.10320718542703164,0.745920621001839,0.07882968338766742,27479.925482714476
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.09838472793558689,0.7771185674044483,0.07440693157427197,27649.811639514377
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.10666136226922947,0.7410646849244147,0.08006414752756322,26926.789272608676
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.10139495117155346,0.757545193580076,0.07783193406373533,27163.447795303546
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.09904380039604714,0.7932794478536106,0.07763994981094935,24839.719297858537
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.1043452202848139,0.737599681225226,0.0766167029204468,23869.31089907942
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.1019670896929458,0.7413056594438935,0.07720889246969394,21579.485124518993
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.10000037966201382,0.7536153343986247,0.07223794696238445,24548.2486462254
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.10408298208461925,0.7396873452254557,0.07914316310593705,21619.801415082016
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.10186461761330373,0.7603683990404512,0.07418458354616346,20725.58602764733
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.09462686100428226,0.8057202225855977,0.07154699365245702,19865.551154230434
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.09822805105021351,0.7907479371445596,0.07263636407112585,18903.599582331623
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.09889373395350248,0.7637601523840775,0.07096435176951524,21406.731993630776
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.09582751843798196,0.7932026157358879,0.07179859044212887,19033.424800981455
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.09759442431340198,0.7922064210639436,0.07106818697446951,14071.846919757632
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.09549109761143264,0.7883914566805894,0.0713363989009783,12753.71624198367
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.10615288595566788,0.7149913601074691,0.07506641860020104,14551.20215221869
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.09707561839149888,0.7882460339630193,0.07284901201693039,13485.892720620714
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.09504873548537263,0.7929369527345778,0.07018889993432566,10220.43052340603
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.09791365807921064,0.7666998897635026,0.07130363570326144,10000.599746630203
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.08885981172851987,0.8310727046136185,0.06614090154328607,9522.793483618343
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.09370203085871333,0.7923281517058116,0.06850981158756717,7952.068290425178
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.08724270213147109,0.8323594430930533,0.06569339111926213,4770.741813615122
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.08414360303236772,0.845124104273796,0.063067939117056,5158.871247925454
wregular,0.1026514990833045,0.8508954110443095,0.07188816083638394,0.08813243295788338,0.8320189597796713,0.06634494643586168,4511.2439190278965
